rawglucose|rawtemp|derivedalgoresult
1096|7576|110.102656
1096|7584|110.234304
1096|7592|110.365952
1096|7600|110.4976
1096|7608|110.629248
1096|7616|110.760896
1096|7624|110.892544
1096|7632|111.024192
1096|7640|111.15584
1096|7648|111.287488
1096|7656|111.419136
1096|7664|111.550784
1096|7672|111.682432
1096|7680|111.81408
1096|7688|111.945728
1096|7696|112.077376
1096|7704|112.209024
1096|7712|112.340672
1096|7720|112.47232
1096|7728|112.603968
1096|7736|112.735616
1096|7744|112.867264
1096|7752|112.998912
1096|7760|113.13056
1096|7768|113.262208
1096|7776|113.393856
1096|7784|113.525504
1096|7792|113.657152
1096|7800|113.7888
1096|7808|113.920448
1096|7816|114.052096
1096|7824|114.183744
1096|7832|114.315392
1096|7840|114.44704
1096|7848|114.578688
1096|7856|114.710336
1096|7864|114.841984
1096|7872|114.973632
1096|7880|115.10528
1096|7888|115.236928
1096|7896|115.368576
1096|7904|115.500224
1096|7912|115.631872
1096|7920|115.76352
1096|7928|115.895168
1096|7936|116.026816
1096|7944|116.158464
1096|7952|116.290112
1096|7960|116.42176
1096|7968|116.553408
1096|7976|116.685056
1096|7984|116.816704
1096|7992|116.948352
1096|8000|117.08
1096|8008|117.211648
1096|8016|117.343296
1096|8024|117.474944
1096|8032|117.606592
1096|8040|117.73824
1096|8048|117.869888
1096|8056|118.001536
1096|8064|118.133184
1096|8072|118.264832
1096|8080|118.39648
1096|8088|118.528128
1096|8096|118.659776
1096|8104|118.791424
1096|8112|118.923072
1096|8120|119.05472
1096|8128|119.186368
1096|8136|119.318016
1096|8144|119.449664
1096|8152|119.581312
1096|8160|119.71296
1096|8168|119.844608
1096|8176|119.976256
1096|8184|120.107904
1096|8192|120.239552
1096|8200|120.3712
1096|8208|120.502848
1096|8216|120.634496
1096|8224|120.766144
1096|8232|120.897792
1096|8240|121.02944
1096|8248|121.161088
1096|8256|121.292736
1096|8264|121.424384
1096|8272|121.556032
1096|8280|121.68768
1096|8288|121.819328
1096|8296|121.950976
1096|8304|122.082624
1096|8312|122.214272
1096|8320|122.34592
1096|8328|122.477568
1096|8336|122.609216
1096|8344|122.740864
1096|8352|122.872512
1096|8360|123.00416
1096|8368|123.135808
1096|8376|123.267456
1096|8384|123.399104
1096|8392|123.530752
1096|8400|123.6624
1096|8408|123.794048
1096|8416|123.925696
1096|8424|124.057344
1096|8432|124.188992
1096|8440|124.32064
1096|8448|124.452288
1096|8456|124.583936
1096|8464|124.715584
1096|8472|124.847232
1096|8480|124.97888
1096|8488|125.110528
1096|8496|125.242176
1096|8504|125.373824
1096|8512|125.505472
1096|8520|125.63712
1096|8528|125.768768
1096|8536|125.900416
1096|8544|126.032064
1096|8552|126.163712
1096|8560|126.29536
1096|8568|126.427008
1096|8576|126.558656
1096|8584|126.690304
1096|8592|126.821952
1096|8600|126.9536
1096|8608|127.085248
1096|8616|127.216896
1096|8624|127.348544
1096|8632|127.480192
1096|8640|127.61184
1096|8648|127.743488
1096|8656|127.875136
1096|8664|128.006784
1096|8672|128.138432
1096|8680|128.27008
1096|8688|128.401728
1096|8696|128.533376
1096|8704|128.665024
1096|8712|128.796672
1096|8720|128.92832
1096|8728|129.059968
1096|8736|129.191616
1096|8744|129.323264
1096|8752|129.454912
1096|8760|129.58656
1096|8768|129.718208
1096|8776|129.849856
1096|8784|129.981504
1096|8792|130.113152
1096|8800|130.2448
1096|8808|130.376448
1096|8816|130.508096
1096|8824|130.639744
1096|8832|130.771392
1096|8840|130.90304
1096|8848|131.034688
1096|8856|131.166336
1096|8864|131.297984
1096|8872|131.429632
1096|8880|131.56128
1096|8888|131.692928
1096|8896|131.824576
1096|8904|131.956224
1096|8912|132.087872
1096|8920|132.21952
1096|8928|132.351168
1096|8936|132.482816
1096|8944|132.614464
1096|8952|132.746112
1096|8960|132.87776
1096|8968|133.009408
1096|8976|133.141056
1096|8984|133.272704
1096|8992|133.404352
1104|6000|84.932
1104|6008|85.0646186667
1104|6016|85.1972373333
1104|6024|85.329856
1104|6032|85.4624746667
1104|6040|85.5950933333
1104|6048|85.727712
1104|6056|85.8603306667
1104|6064|85.9929493333
1104|6072|86.125568
1104|6080|86.2581866667
1104|6088|86.3908053333
1104|6096|86.523424
1104|6104|86.6560426667
1104|6112|86.7886613333
1104|6120|86.92128
1104|6128|87.0538986667
1104|6136|87.1865173333
1104|6144|87.319136
1104|6152|87.4517546667
1104|6160|87.5843733333
1104|6168|87.716992
1104|6176|87.8496106667
1104|6184|87.9822293333
1104|6192|88.114848
1104|6200|88.2474666667
1104|6208|88.3800853333
1104|6216|88.512704
1104|6224|88.6453226667
1104|6232|88.7779413333
1104|6240|88.91056
1104|6248|89.0431786667
1104|6256|89.1757973333
1104|6264|89.308416
1104|6272|89.4410346667
1104|6280|89.5736533333
1104|6288|89.706272
1104|6296|89.8388906667
1104|6304|89.9715093333
1104|6312|90.104128
1104|6320|90.2367466667
1104|6328|90.3693653333
1104|6336|90.501984
1104|6344|90.6346026667
1104|6352|90.7672213333
1104|6360|90.89984
1104|6368|91.0324586667
1104|6376|91.1650773333
1104|6384|91.297696
1104|6392|91.4303146667
1104|6400|91.5629333333
1104|6408|91.695552
1104|6416|91.8281706667
1104|6424|91.9607893333
1104|6432|92.093408
1104|6440|92.2260266667
1104|6448|92.3586453333
1104|6456|92.491264
1104|6464|92.6238826667
1104|6472|92.7565013333
1104|6480|92.88912
1104|6488|93.0217386667
1104|6496|93.1543573333
1104|6504|93.286976
1104|6512|93.4195946667
1104|6520|93.5522133333
1104|6528|93.684832
1104|6536|93.8174506667
1104|6544|93.9500693333
1104|6552|94.082688
1104|6560|94.2153066667
1104|6568|94.3479253333
1104|6576|94.480544
1104|6584|94.6131626667
1104|6592|94.7457813333
1104|6600|94.8784
1104|6608|95.0110186667
1104|6616|95.1436373333
1104|6624|95.276256
1104|6632|95.4088746667
1104|6640|95.5414933333
1104|6648|95.674112
1104|6656|95.8067306667
1104|6664|95.9393493333
1104|6672|96.071968
1104|6680|96.2045866667
1104|6688|96.3372053333
1104|6696|96.469824
1104|6704|96.6024426667
1104|6712|96.7350613333
1104|6720|96.86768
1104|6728|97.0002986667
1104|6736|97.1329173333
1104|6744|97.265536
1104|6752|97.3981546667
1104|6760|97.5307733333
1104|6768|97.663392
1104|6776|97.7960106667
1104|6784|97.9286293333
1104|6792|98.061248
1104|6800|98.1938666667
1104|6808|98.3264853333
1104|6816|98.459104
1104|6824|98.5917226667
1104|6832|98.7243413333
1104|6840|98.85696
1104|6848|98.9895786667
1104|6856|99.1221973333
1104|6864|99.254816
1104|6872|99.3874346667
1104|6880|99.5200533333
1104|6888|99.652672
1104|6896|99.7852906667
1104|6904|99.9179093333
1104|6912|100.050528
1104|6920|100.183146667
1104|6928|100.315765333
1104|6936|100.448384
1104|6944|100.581002667
1104|6952|100.713621333
1104|6960|100.84624
1104|6968|100.978858667
1104|6976|101.111477333
1104|6984|101.244096
1104|6992|101.376714667
1104|7000|101.509333333
1104|7008|101.641952
1104|7016|101.774570667
1104|7024|101.907189333
1104|7032|102.039808
1104|7040|102.172426667
1104|7048|102.305045333
1104|7056|102.437664
1104|7064|102.570282667
1104|7072|102.702901333
1104|7080|102.83552
1104|7088|102.968138667
1104|7096|103.100757333
1104|7104|103.233376
1104|7112|103.365994667
1104|7120|103.498613333
1104|7128|103.631232
1104|7136|103.763850667
1104|7144|103.896469333
1104|7152|104.029088
1104|7160|104.161706667
1104|7168|104.294325333
1104|7176|104.426944
1104|7184|104.559562667
1104|7192|104.692181333
1104|7200|104.8248
1104|7208|104.957418667
1104|7216|105.090037333
1104|7224|105.222656
1104|7232|105.355274667
1104|7240|105.487893333
1104|7248|105.620512
1104|7256|105.753130667
1104|7264|105.885749333
1104|7272|106.018368
1104|7280|106.150986667
1104|7288|106.283605333
1104|7296|106.416224
1104|7304|106.548842667
1104|7312|106.681461333
1104|7320|106.81408
1104|7328|106.946698667
1104|7336|107.079317333
1104|7344|107.211936
1104|7352|107.344554667
1104|7360|107.477173333
1104|7368|107.609792
1104|7376|107.742410667
1104|7384|107.875029333
1104|7392|108.007648
1104|7400|108.140266667
1104|7408|108.272885333
1104|7416|108.405504
1104|7424|108.538122667
1104|7432|108.670741333
1104|7440|108.80336
1104|7448|108.935978667
1104|7456|109.068597333
1104|7464|109.201216
1104|7472|109.333834667
1104|7480|109.466453333
1104|7488|109.599072
1104|7496|109.731690667
1104|7504|109.864309333
1104|7512|109.996928
1104|7520|110.129546667
1104|7528|110.262165333
1104|7536|110.394784
1104|7544|110.527402667
1104|7552|110.660021333
1104|7560|110.79264
1104|7568|110.925258667
1104|7576|111.057877333
1104|7584|111.190496
1104|7592|111.323114667
1104|7600|111.455733333
1104|7608|111.588352
1104|7616|111.720970667
1104|7624|111.853589333
1104|7632|111.986208
1104|7640|112.118826667
1104|7648|112.251445333
1104|7656|112.384064
1104|7664|112.516682667
1104|7672|112.649301333
1104|7680|112.78192
1104|7688|112.914538667
1104|7696|113.047157333
1104|7704|113.179776
1104|7712|113.312394667
1104|7720|113.445013333
1104|7728|113.577632
1104|7736|113.710250667
1104|7744|113.842869333
1104|7752|113.975488
1104|7760|114.108106667
1104|7768|114.240725333
1104|7776|114.373344
1104|7784|114.505962667
1104|7792|114.638581333
1104|7800|114.7712
1104|7808|114.903818667
1104|7816|115.036437333
1104|7824|115.169056
1104|7832|115.301674667
1104|7840|115.434293333
1104|7848|115.566912
1104|7856|115.699530667
1104|7864|115.832149333
1104|7872|115.964768
1104|7880|116.097386667
1104|7888|116.230005333
1104|7896|116.362624
1104|7904|116.495242667
1104|7912|116.627861333
1104|7920|116.76048
1104|7928|116.893098667
1104|7936|117.025717333
1104|7944|117.158336
1104|7952|117.290954667
1104|7960|117.423573333
1104|7968|117.556192
1104|7976|117.688810667
1104|7984|117.821429333
1104|7992|117.954048
1104|8000|118.086666667
1104|8008|118.219285333
1104|8016|118.351904
1104|8024|118.484522667
1104|8032|118.617141333
1104|8040|118.74976
1104|8048|118.882378667
1104|8056|119.014997333
1104|8064|119.147616
1104|8072|119.280234667
1104|8080|119.412853333
1104|8088|119.545472
1104|8096|119.678090667
1104|8104|119.810709333
1104|8112|119.943328
1104|8120|120.075946667
1104|8128|120.208565333
1104|8136|120.341184
1104|8144|120.473802667
1104|8152|120.606421333
1104|8160|120.73904
1104|8168|120.871658667
1104|8176|121.004277333
1104|8184|121.136896
1104|8192|121.269514667
1104|8200|121.402133333
1104|8208|121.534752
1104|8216|121.667370667
1104|8224|121.799989333
1104|8232|121.932608
1104|8240|122.065226667
1104|8248|122.197845333
1104|8256|122.330464
1104|8264|122.463082667
1104|8272|122.595701333
1104|8280|122.72832
1104|8288|122.860938667
1104|8296|122.993557333
1104|8304|123.126176
1104|8312|123.258794667
1104|8320|123.391413333
1104|8328|123.524032
1104|8336|123.656650667
1104|8344|123.789269333
1104|8352|123.921888
1104|8360|124.054506667
1104|8368|124.187125333
1104|8376|124.319744
1104|8384|124.452362667
1104|8392|124.584981333
1104|8400|124.7176
1104|8408|124.850218667
1104|8416|124.982837333
1104|8424|125.115456
1104|8432|125.248074667
1104|8440|125.380693333
1104|8448|125.513312
1104|8456|125.645930667
1104|8464|125.778549333
1104|8472|125.911168
1104|8480|126.043786667
1104|8488|126.176405333
1104|8496|126.309024
1104|8504|126.441642667
1104|8512|126.574261333
1104|8520|126.70688
1104|8528|126.839498667
1104|8536|126.972117333
1104|8544|127.104736
1104|8552|127.237354667
1104|8560|127.369973333
1104|8568|127.502592
1104|8576|127.635210667
1104|8584|127.767829333
1104|8592|127.900448
1104|8600|128.033066667
1104|8608|128.165685333
1104|8616|128.298304
1104|8624|128.430922667
1104|8632|128.563541333
1104|8640|128.69616
1104|8648|128.828778667
1104|8656|128.961397333
1104|8664|129.094016
1104|8672|129.226634667
1104|8680|129.359253333
1104|8688|129.491872
1104|8696|129.624490667
1104|8704|129.757109333
1104|8712|129.889728
1104|8720|130.022346667
1104|8728|130.154965333
1104|8736|130.287584
1104|8744|130.420202667
1104|8752|130.552821333
1104|8760|130.68544
1104|8768|130.818058667
1104|8776|130.950677333
1104|8784|131.083296
1104|8792|131.215914667
1104|8800|131.348533333
1104|8808|131.481152
1104|8816|131.613770667
1104|8824|131.746389333
1104|8832|131.879008
1104|8840|132.011626667
1104|8848|132.144245333
1104|8856|132.276864
1104|8864|132.409482667
1104|8872|132.542101333
1104|8880|132.67472
1104|8888|132.807338667
1104|8896|132.939957333
1104|8904|133.072576
1104|8912|133.205194667
1104|8920|133.337813333
1104|8928|133.470432
1104|8936|133.603050667
1104|8944|133.735669333
1104|8952|133.868288
1104|8960|134.000906667
1104|8968|134.133525333
1104|8976|134.266144
1104|8984|134.398762667
1104|8992|134.531381333
1112|6000|85.696
1112|6008|85.8295893333
1112|6016|85.9631786667
1112|6024|86.096768
1112|6032|86.2303573333
1112|6040|86.3639466667
1112|6048|86.497536
1112|6056|86.6311253333
1112|6064|86.7647146667
1112|6072|86.898304
1112|6080|87.0318933333
1112|6088|87.1654826667
1112|6096|87.299072
1112|6104|87.4326613333
1112|6112|87.5662506667
1112|6120|87.69984
1112|6128|87.8334293333
1112|6136|87.9670186667
1112|6144|88.100608
1112|6152|88.2341973333
1112|6160|88.3677866667
1112|6168|88.501376
1112|6176|88.6349653333
1112|6184|88.7685546667
1112|6192|88.902144
1112|6200|89.0357333333
1112|6208|89.1693226667
1112|6216|89.302912
1112|6224|89.4365013333
1112|6232|89.5700906667
1112|6240|89.70368
1112|6248|89.8372693333
1112|6256|89.9708586667
1112|6264|90.104448
1112|6272|90.2380373333
1112|6280|90.3716266667
1112|6288|90.505216
1112|6296|90.6388053333
1112|6304|90.7723946667
1112|6312|90.905984
1112|6320|91.0395733333
1112|6328|91.1731626667
1112|6336|91.306752
1112|6344|91.4403413333
1112|6352|91.5739306667
1112|6360|91.70752
1112|6368|91.8411093333
1112|6376|91.9746986667
1112|6384|92.108288
1112|6392|92.2418773333
1112|6400|92.3754666667
1112|6408|92.509056
1112|6416|92.6426453333
1112|6424|92.7762346667
1112|6432|92.909824
1112|6440|93.0434133333
1112|6448|93.1770026667
1112|6456|93.310592
1112|6464|93.4441813333
1112|6472|93.5777706667
1112|6480|93.71136
1112|6488|93.8449493333
1112|6496|93.9785386667
1112|6504|94.112128
1112|6512|94.2457173333
1112|6520|94.3793066667
1112|6528|94.512896
1112|6536|94.6464853333
1112|6544|94.7800746667
1112|6552|94.913664
1112|6560|95.0472533333
1112|6568|95.1808426667
1112|6576|95.314432
1112|6584|95.4480213333
1112|6592|95.5816106667
1112|6600|95.7152
1112|6608|95.8487893333
1112|6616|95.9823786667
1112|6624|96.115968
1112|6632|96.2495573333
1112|6640|96.3831466667
1112|6648|96.516736
1112|6656|96.6503253333
1112|6664|96.7839146667
1112|6672|96.917504
1112|6680|97.0510933333
1112|6688|97.1846826667
1112|6696|97.318272
1112|6704|97.4518613333
1112|6712|97.5854506667
1112|6720|97.71904
1112|6728|97.8526293333
1112|6736|97.9862186667
1112|6744|98.119808
1112|6752|98.2533973333
1112|6760|98.3869866667
1112|6768|98.520576
1112|6776|98.6541653333
1112|6784|98.7877546667
1112|6792|98.921344
1112|6800|99.0549333333
1112|6808|99.1885226667
1112|6816|99.322112
1112|6824|99.4557013333
1112|6832|99.5892906667
1112|6840|99.72288
1112|6848|99.8564693333
1112|6856|99.9900586667
1112|6864|100.123648
1112|6872|100.257237333
1112|6880|100.390826667
1112|6888|100.524416
1112|6896|100.658005333
1112|6904|100.791594667
1112|6912|100.925184
1112|6920|101.058773333
1112|6928|101.192362667
1112|6936|101.325952
1112|6944|101.459541333
1112|6952|101.593130667
1112|6960|101.72672
1112|6968|101.860309333
1112|6976|101.993898667
1112|6984|102.127488
1112|6992|102.261077333
1112|7000|102.394666667
1112|7008|102.528256
1112|7016|102.661845333
1112|7024|102.795434667
1112|7032|102.929024
1112|7040|103.062613333
1112|7048|103.196202667
1112|7056|103.329792
1112|7064|103.463381333
1112|7072|103.596970667
1112|7080|103.73056
1112|7088|103.864149333
1112|7096|103.997738667
1112|7104|104.131328
1112|7112|104.264917333
1112|7120|104.398506667
1112|7128|104.532096
1112|7136|104.665685333
1112|7144|104.799274667
1112|7152|104.932864
1112|7160|105.066453333
1112|7168|105.200042667
1112|7176|105.333632
1112|7184|105.467221333
1112|7192|105.600810667
1112|7200|105.7344
1112|7208|105.867989333
1112|7216|106.001578667
1112|7224|106.135168
1112|7232|106.268757333
1112|7240|106.402346667
1112|7248|106.535936
1112|7256|106.669525333
1112|7264|106.803114667
1112|7272|106.936704
1112|7280|107.070293333
1112|7288|107.203882667
1112|7296|107.337472
1112|7304|107.471061333
1112|7312|107.604650667
1112|7320|107.73824
1112|7328|107.871829333
1112|7336|108.005418667
1112|7344|108.139008
1112|7352|108.272597333
1112|7360|108.406186667
1112|7368|108.539776
1112|7376|108.673365333
1112|7384|108.806954667
1112|7392|108.940544
1112|7400|109.074133333
1112|7408|109.207722667
1112|7416|109.341312
1112|7424|109.474901333
1112|7432|109.608490667
1112|7440|109.74208
1112|7448|109.875669333
1112|7456|110.009258667
1112|7464|110.142848
1112|7472|110.276437333
1112|7480|110.410026667
1112|7488|110.543616
1112|7496|110.677205333
1112|7504|110.810794667
1112|7512|110.944384
1112|7520|111.077973333
1112|7528|111.211562667
1112|7536|111.345152
1112|7544|111.478741333
1112|7552|111.612330667
1112|7560|111.74592
1112|7568|111.879509333
1112|7576|112.013098667
1112|7584|112.146688
1112|7592|112.280277333
1112|7600|112.413866667
1112|7608|112.547456
1112|7616|112.681045333
1112|7624|112.814634667
1112|7632|112.948224
1112|7640|113.081813333
1112|7648|113.215402667
1112|7656|113.348992
1112|7664|113.482581333
1112|7672|113.616170667
1112|7680|113.74976
1112|7688|113.883349333
1112|7696|114.016938667
1112|7704|114.150528
1112|7712|114.284117333
1112|7720|114.417706667
1112|7728|114.551296
1112|7736|114.684885333
1112|7744|114.818474667
1112|7752|114.952064
1112|7760|115.085653333
1112|7768|115.219242667
1112|7776|115.352832
1112|7784|115.486421333
1112|7792|115.620010667
1112|7800|115.7536
1112|7808|115.887189333
1112|7816|116.020778667
1112|7824|116.154368
1112|7832|116.287957333
1112|7840|116.421546667
1112|7848|116.555136
1112|7856|116.688725333
1112|7864|116.822314667
1112|7872|116.955904
1112|7880|117.089493333
1112|7888|117.223082667
1112|7896|117.356672
1112|7904|117.490261333
1112|7912|117.623850667
1112|7920|117.75744
1112|7928|117.891029333
1112|7936|118.024618667
1112|7944|118.158208
1112|7952|118.291797333
1112|7960|118.425386667
1112|7968|118.558976
1112|7976|118.692565333
1112|7984|118.826154667
1112|7992|118.959744
1112|8000|119.093333333
1112|8008|119.226922667
1112|8016|119.360512
1112|8024|119.494101333
1112|8032|119.627690667
1112|8040|119.76128
1112|8048|119.894869333
1112|8056|120.028458667
1112|8064|120.162048
1112|8072|120.295637333
1112|8080|120.429226667
1112|8088|120.562816
1112|8096|120.696405333
1112|8104|120.829994667
1112|8112|120.963584
1112|8120|121.097173333
1112|8128|121.230762667
1112|8136|121.364352
1112|8144|121.497941333
1112|8152|121.631530667
1112|8160|121.76512
1112|8168|121.898709333
1112|8176|122.032298667
1112|8184|122.165888
1112|8192|122.299477333
1112|8200|122.433066667
1112|8208|122.566656
1112|8216|122.700245333
1112|8224|122.833834667
1112|8232|122.967424
1112|8240|123.101013333
1112|8248|123.234602667
1112|8256|123.368192
1112|8264|123.501781333
1112|8272|123.635370667
1112|8280|123.76896
1112|8288|123.902549333
1112|8296|124.036138667
1112|8304|124.169728
1112|8312|124.303317333
1112|8320|124.436906667
1112|8328|124.570496
1112|8336|124.704085333
1112|8344|124.837674667
1112|8352|124.971264
1112|8360|125.104853333
1112|8368|125.238442667
1112|8376|125.372032
1112|8384|125.505621333
1112|8392|125.639210667
1112|8400|125.7728
1112|8408|125.906389333
1112|8416|126.039978667
1112|8424|126.173568
1112|8432|126.307157333
1112|8440|126.440746667
1112|8448|126.574336
1112|8456|126.707925333
1112|8464|126.841514667
1112|8472|126.975104
1112|8480|127.108693333
1112|8488|127.242282667
1112|8496|127.375872
1112|8504|127.509461333
1112|8512|127.643050667
1112|8520|127.77664
1112|8528|127.910229333
1112|8536|128.043818667
1112|8544|128.177408
1112|8552|128.310997333
1112|8560|128.444586667
1112|8568|128.578176
1112|8576|128.711765333
1112|8584|128.845354667
1112|8592|128.978944
1112|8600|129.112533333
1112|8608|129.246122667
1112|8616|129.379712
1112|8624|129.513301333
1112|8632|129.646890667
1112|8640|129.78048
1112|8648|129.914069333
1112|8656|130.047658667
1112|8664|130.181248
1112|8672|130.314837333
1112|8680|130.448426667
1112|8688|130.582016
1112|8696|130.715605333
1112|8704|130.849194667
1112|8712|130.982784
1112|8720|131.116373333
1112|8728|131.249962667
1112|8736|131.383552
1112|8744|131.517141333
1112|8752|131.650730667
1112|8760|131.78432
1112|8768|131.917909333
1112|8776|132.051498667
1112|8784|132.185088
1112|8792|132.318677333
1112|8800|132.452266667
1112|8808|132.585856
1112|8816|132.719445333
1112|8824|132.853034667
1112|8832|132.986624
1112|8840|133.120213333
1112|8848|133.253802667
1112|8856|133.387392
1112|8864|133.520981333
1112|8872|133.654570667
1112|8880|133.78816
1112|8888|133.921749333
1112|8896|134.055338667
1112|8904|134.188928
1112|8912|134.322517333
1112|8920|134.456106667
1112|8928|134.589696
1112|8936|134.723285333
1112|8944|134.856874667
1112|8952|134.990464
1112|8960|135.124053333
1112|8968|135.257642667
1112|8976|135.391232
1112|8984|135.524821333
1112|8992|135.658410667
1120|6000|86.46
1120|6008|86.59456
1120|6016|86.72912
1120|6024|86.86368
1120|6032|86.99824
1120|6040|87.1328
1120|6048|87.26736
1120|6056|87.40192
1120|6064|87.53648
1120|6072|87.67104
1120|6080|87.8056
1120|6088|87.94016
1120|6096|88.07472
1120|6104|88.20928
1120|6112|88.34384
1120|6120|88.4784
1120|6128|88.61296
1120|6136|88.74752
1120|6144|88.88208
1120|6152|89.01664
1120|6160|89.1512
1120|6168|89.28576
1120|6176|89.42032
1120|6184|89.55488
1120|6192|89.68944
1120|6200|89.824
1120|6208|89.95856
1120|6216|90.09312
1120|6224|90.22768
1120|6232|90.36224
1120|6240|90.4968
1120|6248|90.63136
1120|6256|90.76592
1120|6264|90.90048
1120|6272|91.03504
1120|6280|91.1696
1120|6288|91.30416
1120|6296|91.43872
1120|6304|91.57328
1120|6312|91.70784
1120|6320|91.8424
1120|6328|91.97696
1120|6336|92.11152
1120|6344|92.24608
1120|6352|92.38064
1120|6360|92.5152
1120|6368|92.64976
1120|6376|92.78432
1120|6384|92.91888
1120|6392|93.05344
1120|6400|93.188
1120|6408|93.32256
1120|6416|93.45712
1120|6424|93.59168
1120|6432|93.72624
1120|6440|93.8608
1120|6448|93.99536
1120|6456|94.12992
1120|6464|94.26448
1120|6472|94.39904
1120|6480|94.5336
1120|6488|94.66816
1120|6496|94.80272
1120|6504|94.93728
1120|6512|95.07184
1120|6520|95.2064
1120|6528|95.34096
1120|6536|95.47552
1120|6544|95.61008
1120|6552|95.74464
1120|6560|95.8792
1120|6568|96.01376
1120|6576|96.14832
1120|6584|96.28288
1120|6592|96.41744
1120|6600|96.552
1120|6608|96.68656
1120|6616|96.82112
1120|6624|96.95568
1120|6632|97.09024
1120|6640|97.2248
1120|6648|97.35936
1120|6656|97.49392
1120|6664|97.62848
1120|6672|97.76304
1120|6680|97.8976
1120|6688|98.03216
1120|6696|98.16672
1120|6704|98.30128
1120|6712|98.43584
1120|6720|98.5704
1120|6728|98.70496
1120|6736|98.83952
1120|6744|98.97408
1120|6752|99.10864
1120|6760|99.2432
1120|6768|99.37776
1120|6776|99.51232
1120|6784|99.64688
1120|6792|99.78144
1120|6800|99.916
1120|6808|100.05056
1120|6816|100.18512
1120|6824|100.31968
1120|6832|100.45424
1120|6840|100.5888
1120|6848|100.72336
1120|6856|100.85792
1120|6864|100.99248
1120|6872|101.12704
1120|6880|101.2616
1120|6888|101.39616
1120|6896|101.53072
1120|6904|101.66528
1120|6912|101.79984
1120|6920|101.9344
1120|6928|102.06896
1120|6936|102.20352
1120|6944|102.33808
1120|6952|102.47264
1120|6960|102.6072
1120|6968|102.74176
1120|6976|102.87632
1120|6984|103.01088
1120|6992|103.14544
1120|7000|103.28
1120|7008|103.41456
1120|7016|103.54912
1120|7024|103.68368
1120|7032|103.81824
1120|7040|103.9528
1120|7048|104.08736
1120|7056|104.22192
1120|7064|104.35648
1120|7072|104.49104
1120|7080|104.6256
1120|7088|104.76016
1120|7096|104.89472
1120|7104|105.02928
1120|7112|105.16384
1120|7120|105.2984
1120|7128|105.43296
1120|7136|105.56752
1120|7144|105.70208
1120|7152|105.83664
1120|7160|105.9712
1120|7168|106.10576
1120|7176|106.24032
1120|7184|106.37488
1120|7192|106.50944
1120|7200|106.644
1120|7208|106.77856
1120|7216|106.91312
1120|7224|107.04768
1120|7232|107.18224
1120|7240|107.3168
1120|7248|107.45136
1120|7256|107.58592
1120|7264|107.72048
1120|7272|107.85504
1120|7280|107.9896
1120|7288|108.12416
1120|7296|108.25872
1120|7304|108.39328
1120|7312|108.52784
1120|7320|108.6624
1120|7328|108.79696
1120|7336|108.93152
1120|7344|109.06608
1120|7352|109.20064
1120|7360|109.3352
1120|7368|109.46976
1120|7376|109.60432
1120|7384|109.73888
1120|7392|109.87344
1120|7400|110.008
1120|7408|110.14256
1120|7416|110.27712
1120|7424|110.41168
1120|7432|110.54624
1120|7440|110.6808
1120|7448|110.81536
1120|7456|110.94992
1120|7464|111.08448
1120|7472|111.21904
1120|7480|111.3536
1120|7488|111.48816
1120|7496|111.62272
1120|7504|111.75728
1120|7512|111.89184
1120|7520|112.0264
1120|7528|112.16096
1120|7536|112.29552
1120|7544|112.43008
1120|7552|112.56464
1120|7560|112.6992
1120|7568|112.83376
1120|7576|112.96832
1120|7584|113.10288
1120|7592|113.23744
1120|7600|113.372
1120|7608|113.50656
1120|7616|113.64112
1120|7624|113.77568
1120|7632|113.91024
1120|7640|114.0448
1120|7648|114.17936
1120|7656|114.31392
1120|7664|114.44848
1120|7672|114.58304
1120|7680|114.7176
1120|7688|114.85216
1120|7696|114.98672
1120|7704|115.12128
1120|7712|115.25584
1120|7720|115.3904
1120|7728|115.52496
1120|7736|115.65952
1120|7744|115.79408
1120|7752|115.92864
1120|7760|116.0632
1120|7768|116.19776
1120|7776|116.33232
1120|7784|116.46688
1120|7792|116.60144
1120|7800|116.736
1120|7808|116.87056
1120|7816|117.00512
1120|7824|117.13968
1120|7832|117.27424
1120|7840|117.4088
1120|7848|117.54336
1120|7856|117.67792
1120|7864|117.81248
1120|7872|117.94704
1120|7880|118.0816
1120|7888|118.21616
1120|7896|118.35072
1120|7904|118.48528
1120|7912|118.61984
1120|7920|118.7544
1120|7928|118.88896
1120|7936|119.02352
1120|7944|119.15808
1120|7952|119.29264
1120|7960|119.4272
1120|7968|119.56176
1120|7976|119.69632
1120|7984|119.83088
1120|7992|119.96544
1120|8000|120.1
1120|8008|120.23456
1120|8016|120.36912
1120|8024|120.50368
1120|8032|120.63824
1120|8040|120.7728
1120|8048|120.90736
1120|8056|121.04192
1120|8064|121.17648
1120|8072|121.31104
1120|8080|121.4456
1120|8088|121.58016
1120|8096|121.71472
1120|8104|121.84928
1120|8112|121.98384
1120|8120|122.1184
1120|8128|122.25296
1120|8136|122.38752
1120|8144|122.52208
1120|8152|122.65664
1120|8160|122.7912
1120|8168|122.92576
1120|8176|123.06032
1120|8184|123.19488
1120|8192|123.32944
1120|8200|123.464
1120|8208|123.59856
1120|8216|123.73312
1120|8224|123.86768
1120|8232|124.00224
1120|8240|124.1368
1120|8248|124.27136
1120|8256|124.40592
1120|8264|124.54048
1120|8272|124.67504
